                  epoch,         train/box_loss,        train/pose_loss,        train/kobj_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),   metrics/precision(P),      metrics/recall(P),       metrics/mAP50(P),    metrics/mAP50-95(P),           val/box_loss,          val/pose_loss,          val/kobj_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     74,                0.00255,                0.41852,                      0,                0.29517,                0.93682,                 0.9182,                0.91662,                0.94621,                0.87933,                0.91817,                0.88865,                0.92852,                0.91783,                0.00295,                0.87535,                      0,                0.43198,                 1.0507,              0.0017123,              0.0017123,              0.0017123
                     75,                0.00248,                0.41716,                      0,                0.29633,                 0.9359,                 0.9147,                0.93249,                0.95264,                0.89586,                0.92105,                0.89071,                0.93277,                0.92214,                0.00261,                0.91279,                      0,                0.40298,                 1.0084,              0.0017083,              0.0017083,              0.0017083
                     76,                0.00262,                0.41727,                      0,                0.29965,                 0.9455,                0.89506,                0.95122,                 0.9595,                0.91055,                0.89315,                0.91941,                0.94093,                0.93629,                 0.0026,                0.86754,                      0,                0.42683,                0.99346,              0.0017043,              0.0017043,              0.0017043
                     77,                0.00259,                0.39973,                      0,                0.29821,                0.94115,                0.94318,                 0.9329,                0.97068,                0.90523,                0.92173,                 0.9117,                0.95298,                0.94485,                0.00273,                0.87734,                      0,                0.36979,                 1.0179,              0.0017003,              0.0017003,              0.0017003
                     78,                0.00256,                0.41003,                      0,                0.29829,                0.93687,                0.90838,                0.83669,                0.91416,                0.82811,                 0.9128,                0.81654,                 0.9009,                0.88205,                0.00367,                 1.0948,                      0,                0.57969,                 1.1709,              0.0016963,              0.0016963,              0.0016963
                     79,                0.00253,                0.39978,                      0,                0.29693,                0.94144,                 0.9393,                0.94168,                0.96591,                0.91808,                0.92412,                0.92577,                0.94817,                0.94243,                0.00249,                0.86704,                      0,                0.37345,                0.98209,              0.0016923,              0.0016923,              0.0016923
                     80,                0.00252,                0.42504,                      0,                0.29852,                0.94139,                 0.9024,                0.91729,                0.94555,                 0.8866,                0.88316,                0.89608,                0.92713,                0.91965,                0.00284,                0.92258,                      0,                0.45463,                 1.0441,              0.0016883,              0.0016883,              0.0016883
                     81,                0.00267,                0.39273,                      0,                0.31626,                0.95279,                 0.9256,                0.92683,                0.96504,                0.88609,                0.90722,                 0.9088,                0.94899,                0.94071,                0.00304,                0.91256,                      0,                0.41718,                 1.0676,              0.0016843,              0.0016843,              0.0016843
                     82,                0.00254,                0.40886,                      0,                0.30215,                0.94654,                0.89419,                0.94998,                0.94857,                0.89552,                0.87901,                0.93107,                0.93302,                 0.9264,                0.00253,                0.87847,                      0,                0.43345,                0.99061,              0.0016803,              0.0016803,              0.0016803
                     83,                0.00252,                0.38146,                      0,                0.29695,                0.93599,                0.85267,                0.94168,                0.91629,                0.86962,                0.86482,                0.90032,                0.89997,                0.89248,                0.00253,                0.90914,                      0,                0.51387,                0.99407,              0.0016763,              0.0016763,              0.0016763
                     84,                0.00245,                0.42873,                      0,                0.29957,                0.93841,                0.89225,                 0.9088,                 0.9241,                0.85484,                0.88829,                0.87169,                0.90888,                0.89097,                0.00322,                0.96743,                      0,                 0.5094,                 1.1613,              0.0016723,              0.0016723,              0.0016723
                     85,                0.00254,                0.43047,                      0,                0.30358,                0.94515,                0.86653,                0.89498,                0.92151,                0.85752,                0.84804,                 0.8759,                0.90436,                0.89101,                0.00279,                0.91547,                      0,                 0.4791,                 1.0502,              0.0016683,              0.0016683,              0.0016683
