                  epoch,         train/box_loss,        train/pose_loss,        train/kobj_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),   metrics/precision(P),      metrics/recall(P),       metrics/mAP50(P),    metrics/mAP50-95(P),           val/box_loss,          val/pose_loss,          val/kobj_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     82,                0.00937,                  5.143,                      0,                0.63489,                0.77349,                0.93469,                0.95503,                0.96512,                0.63436,                0.63569,                0.64551,                0.51529,                0.25136,                0.00885,                 4.8655,                      0,                0.63284,                0.82282,              0.0014672,              0.0014672,              0.0014672
                     83,                0.00941,                 5.1183,                      0,                0.62656,                0.77078,                0.94693,                0.94303,                0.96727,                0.66133,                 0.6397,                0.63257,                0.49874,                0.21089,                0.00824,                 5.0147,                      0,                0.61273,                0.81482,              0.0014605,              0.0014605,              0.0014605
                     84,                0.00916,                 5.0904,                      0,                 0.6179,                0.76748,                0.94658,                 0.9536,                 0.9688,                0.72354,                0.64553,                0.64099,                0.51738,                 0.2498,                0.00714,                  4.847,                      0,                0.57285,                0.79256,              0.0014539,              0.0014539,              0.0014539
                     85,                0.00924,                 5.0799,                      0,                0.61192,                 0.7547,                0.94528,                0.94733,                0.96693,                0.71018,                0.64641,                0.63973,                0.51543,                0.24389,                 0.0074,                 4.8676,                      0,                 0.5791,                0.78855,              0.0014472,              0.0014472,              0.0014472
                     86,                0.00967,                 5.0767,                      0,                0.62805,                0.76213,                0.94514,                 0.9445,                0.96513,                0.69229,                 0.6422,                0.63955,                0.49248,                0.23839,                0.00744,                 4.8501,                      0,                0.59675,                0.80002,              0.0014406,              0.0014406,              0.0014406
                     87,                0.00935,                 5.0618,                      0,                0.62881,                0.78702,                0.93861,                0.94554,                0.96338,                0.68242,                0.63992,                0.64242,                 0.5115,                0.24475,                0.00781,                  4.842,                      0,                0.59527,                0.80871,              0.0014339,              0.0014339,              0.0014339
                     88,                0.00984,                 5.0459,                      0,                0.64023,                0.77371,                0.94195,                0.95353,                0.96764,                0.66376,                0.64284,                 0.6426,                0.51042,                0.22556,                0.00831,                 4.9224,                      0,                0.61201,                0.81487,              0.0014272,              0.0014272,              0.0014272
                     89,                0.00937,                 5.0664,                      0,                 0.6378,                0.78308,                0.94479,                 0.9588,                0.97203,                0.71012,                0.64443,                0.65048,                0.50593,                0.24647,                0.00722,                 4.8531,                      0,                0.60426,                0.78788,              0.0014206,              0.0014206,              0.0014206
                     90,                0.00931,                 5.0675,                      0,                0.62859,                0.77113,                0.94323,                0.94658,                0.97116,                0.68498,                   0.65,                0.64279,                0.52204,                0.25787,                0.00805,                 4.8142,                      0,                0.62379,                0.79205,              0.0014139,              0.0014139,              0.0014139
                     91,                0.00899,                 5.0981,                      0,                0.60689,                0.76591,                0.94475,                0.94715,                0.96578,                0.66425,                0.64749,                0.64242,                0.51469,                0.25014,                0.00825,                 4.8339,                      0,                 0.6508,                0.79972,              0.0014073,              0.0014073,              0.0014073
